,ind,occ,union,public_sector,multiple_jobs,salary,ptm,gender,self
3486,"professional, scientific and technical services","wholesale, technical, insurance, real estate sales specialists",0,0,0,59655.61224489796,0,0,0
3487,"finance, insurance, real estate and leasing",clerical and supervisor occupations,1,0,0,35793.36734693878,0,1,0
3488,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,89483.41836734694,0,0,0
3489,educational services,natural and applied sciences,1,1,0,86169.21768707484,0,0,0
3490,health care and social assistance,"technical, assisting and related in health",1,1,0,53027.21088435374,0,1,0
3491,trade,middle management,0,0,0,53027.21088435374,0,1,0
3492,trade,middle management,0,0,0,39770.40816326531,0,1,0
3493,manufacturing,other trades,1,0,0,129253.82653061223,0,0,0
3494,health care and social assistance,"technical, assisting and related in health",0,0,1,76226.6156462585,0,0,0
3495,other services,other trades,0,0,0,39770.40816326531,0,0,0
3496,public administration,occupation in protective services,0,1,0,145824.8299319728,0,0,0
3497,"finance, insurance, real estate and leasing",middle management,0,0,0,132568.02721088435,0,0,0
3498,trade,middle management,0,0,0,72912.4149659864,0,0,0
3499,"forestry, fishing, mining, oil and gas",machine operators and assemblers in manufacturing,1,0,0,41096.08843537415,0,0,0
3500,construction,construction trades,1,0,0,37119.04761904762,0,0,0
3501,public administration,clerical and supervisor occupations,1,1,0,122625.42517006805,0,0,0
3502,construction,other trades,1,0,0,129253.82653061223,0,0,0
3503,trade,"retail salespersons, sales clerks, cashiers",0,0,1,15908.163265306122,1,1,0
3504,health care and social assistance,"occupations in social science, government service and religion",1,1,0,69598.21428571429,0,1,0
3505,health care and social assistance,clerical and supervisor occupations,1,0,0,96111.81972789115,0,1,0
3506,trade,clerical and supervisor occupations,0,0,1,25187.92517006803,1,1,0
3507,health care and social assistance,"technical, assisting and related in health",1,1,0,112682.8231292517,0,1,0
3508,health care and social assistance,clerical and supervisor occupations,0,0,0,46398.80952380953,0,1,0
3509,health care and social assistance,clerical and supervisor occupations,1,1,0,89483.41836734694,0,1,0
3510,"professional, scientific and technical services",natural and applied sciences,0,0,0,92797.61904761904,0,0,0
3511,trade,"retail salespersons, sales clerks, cashiers",0,0,1,43747.44897959184,1,1,0
3512,"information, culture and recreation","financial, secretarial and administrative",0,0,0,72912.4149659864,0,1,0
3513,manufacturing,"wholesale, technical, insurance, real estate sales specialists",0,0,0,159081.63265306124,0,0,0
3514,manufacturing,"labourer in processing, manufacturing and utilities",1,0,0,34467.68707482993,0,0,0
3515,manufacturing,machine operators and assemblers in manufacturing,1,0,0,66284.01360544217,0,0,0
3516,"professional, scientific and technical services","wholesale, technical, insurance, real estate sales specialists",0,0,0,45073.12925170068,0,1,0
3517,transportation and warehousing,natural and applied sciences,0,0,0,55678.57142857144,0,1,0
3518,manufacturing,machine operators and assemblers in manufacturing,0,0,0,57004.251700680274,0,0,0
3519,other services,"occupations in social science, government service and religion",0,0,0,92797.61904761904,0,0,0
3520,transportation and warehousing,transport and equipment operators,1,0,0,152453.231292517,0,0,0
3521,educational services,"occupations in social science, government service and religion",1,1,0,54352.89115646259,0,1,0
3522,"information, culture and recreation",other trades,0,0,0,165710.03401360544,0,0,0
3523,educational services,"occupations in social science, government service and religion",1,1,1,45073.12925170068,0,0,0
3524,transportation and warehousing,transport and equipment operators,1,0,0,58329.93197278912,0,0,0
3525,educational services,teachers and professors,1,1,0,102740.22108843538,1,0,0
3526,trade,middle management,0,0,0,57004.251700680274,0,0,0
3527,accommodation and food services,,1,0,0,55678.57142857144,0,1,0
3528,manufacturing,"financial, secretarial and administrative",0,0,0,50375.85034013606,0,1,0
3529,"finance, insurance, real estate and leasing","occupations in art, culture, recreation and sport",0,0,0,159081.63265306124,0,0,0
3530,accommodation and food services,middle management,0,0,0,60981.292517006805,0,1,0
3531,trade,"retail salespersons, sales clerks, cashiers",0,0,0,15908.163265306122,0,1,0
3532,educational services,teachers and professors,1,1,0,76226.6156462585,0,1,0
3533,manufacturing,machine operators and assemblers in manufacturing,0,0,0,45073.12925170068,0,0,0
3534,trade,middle management,0,0,0,139196.42857142858,0,0,0
3535,construction,other trades,0,0,0,60981.292517006805,0,0,0
3536,educational services,teachers and professors,1,1,0,54352.89115646259,0,1,0
3537,health care and social assistance,"technical, assisting and related in health",1,1,1,109368.6224489796,0,0,1
3538,public administration,clerical and supervisor occupations,1,1,0,86169.21768707484,0,0,0
3539,utilities,,0,0,0,178966.83673469388,0,0,0
3540,transportation and warehousing,other trades,0,0,0,79540.81632653062,0,0,0
3541,"professional, scientific and technical services",natural and applied sciences,0,0,0,159081.63265306124,0,0,0
3542,construction,clerical and supervisor occupations,0,0,0,92797.61904761904,0,0,0
3543,"finance, insurance, real estate and leasing",middle management,0,0,0,42421.768707483,0,1,0
3544,educational services,childcare and home support workers,1,1,0,50375.85034013606,0,1,0
3545,"business, building and other support services","labourer in processing, manufacturing and utilities",0,0,0,51701.5306122449,0,0,0
3546,manufacturing,middle management,0,0,0,152453.231292517,0,1,0
3547,manufacturing,"labourer in processing, manufacturing and utilities",1,0,0,82855.01700680272,0,0,0
3548,"information, culture and recreation","occupations in art, culture, recreation and sport",0,0,0,37119.04761904762,0,0,0
3549,manufacturing,middle management,0,0,0,92797.61904761904,0,0,0
3550,utilities,clerical and supervisor occupations,1,0,0,72912.4149659864,0,1,0
3551,trade,clerical and supervisor occupations,0,0,0,34467.68707482993,0,1,0
3552,manufacturing,clerical and supervisor occupations,0,0,0,92797.61904761904,0,0,0
3553,health care and social assistance,"occupations in social science, government service and religion",1,1,0,43747.44897959184,0,1,0
3554,health care and social assistance,middle management,0,1,0,109368.6224489796,0,1,0
3555,"information, culture and recreation",contractors and supervisors in trades and transportation,1,0,0,79540.81632653062,0,0,0
3556,trade,"retail salespersons, sales clerks, cashiers",0,0,0,19885.20408163265,0,1,0
3557,educational services,teachers and professors,1,1,0,115997.02380952382,0,1,0
3558,educational services,teachers and professors,1,1,0,115997.02380952382,0,1,0
3559,health care and social assistance,"financial, secretarial and administrative",0,0,0,47724.48979591837,1,1,0
3560,trade,,0,0,0,24525.08503401361,0,0,0
3561,health care and social assistance,professional in health,1,1,0,82855.01700680272,0,1,0
3562,trade,"retail salespersons, sales clerks, cashiers",0,0,0,38444.727891156464,0,0,1
3563,construction,other trades,0,0,0,102740.22108843538,0,0,0
3564,"business, building and other support services",occupations unique to primary industry,0,0,0,21210.884353741498,0,1,0
3565,manufacturing,"wholesale, technical, insurance, real estate sales specialists",0,0,0,92797.61904761904,0,0,0
3566,transportation and warehousing,transport and equipment operators,0,0,0,54352.89115646259,0,0,0
3567,health care and social assistance,"occupations in social science, government service and religion",0,0,0,86169.21768707484,0,1,0
3568,educational services,natural and applied sciences,0,1,0,82855.01700680272,0,0,0
3569,accommodation and food services,"chefs and cooks, food and beverage service",0,0,0,23199.404761904763,0,0,0
3570,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,66284.01360544217,0,0,0
3571,educational services,teachers and professors,1,1,1,35793.36734693878,1,1,0
3572,other services,"occupations in art, culture, recreation and sport",0,0,0,79540.81632653062,0,1,0
3573,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,62969.81292517008,0,1,0
3574,educational services,teachers and professors,1,1,0,23199.404761904763,0,1,0
3575,public administration,middle management,1,1,1,119311.22448979592,0,0,1
3576,construction,construction trades,0,0,0,79540.81632653062,0,0,0
3577,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,57004.251700680274,1,1,0
3578,trade,clerical and supervisor occupations,0,0,0,42421.768707483,0,1,0
3579,trade,"retail salespersons, sales clerks, cashiers",0,0,0,30490.6462585034,0,1,1
3580,transportation and warehousing,transport and equipment operators,1,0,0,69598.21428571429,0,0,0
3581,health care and social assistance,"technical, assisting and related in health",0,0,1,122625.42517006805,0,1,0
3582,trade,other trades,0,0,0,63632.65306122449,0,0,0
3583,utilities,natural and applied sciences,1,1,0,129253.82653061223,0,1,0
3584,health care and social assistance,professional in health,1,1,0,185595.2380952381,0,1,0
3585,educational services,middle management,0,1,1,57004.251700680274,0,1,1
3586,educational services,teachers and professors,1,1,0,31816.326530612245,0,1,0
3587,educational services,,1,1,0,45073.12925170068,0,0,0
3588,trade,transport and equipment operators,0,0,0,39770.40816326531,0,0,0
3589,"business, building and other support services",clerical and supervisor occupations,0,0,1,8285.501700680272,1,1,0
3590,public administration,clerical and supervisor occupations,1,1,0,63632.65306122449,0,1,0
3591,"forestry, fishing, mining, oil and gas",other trades,1,0,1,55678.57142857144,0,0,0
3592,educational services,teachers and professors,0,0,0,76226.6156462585,0,1,0
3593,manufacturing,machine operators and assemblers in manufacturing,1,0,0,34467.68707482993,0,0,0
3594,health care and social assistance,"financial, secretarial and administrative",0,1,0,51701.5306122449,0,1,0
3595,construction,other trades,0,0,0,55678.57142857144,0,0,0
3596,construction,"trades helpers, construction, and transportation labourers",1,0,0,79540.81632653062,0,0,0
3597,educational services,teachers and professors,1,1,0,51701.5306122449,0,1,0
3598,transportation and warehousing,transport and equipment operators,1,1,0,99426.02040816328,0,0,0
3599,"finance, insurance, real estate and leasing",middle management,0,0,0,49050.17006802721,0,1,0
3600,"finance, insurance, real estate and leasing","wholesale, technical, insurance, real estate sales specialists",0,0,0,33142.00680272109,0,1,0
3601,transportation and warehousing,transport and equipment operators,1,0,0,60981.292517006805,0,0,0
3602,"business, building and other support services",natural and applied sciences,0,0,0,50375.85034013606,0,0,0
3603,"professional, scientific and technical services","wholesale, technical, insurance, real estate sales specialists",0,0,0,185595.2380952381,0,0,0
3604,trade,"retail salespersons, sales clerks, cashiers",0,0,1,19885.20408163265,1,1,0
3605,construction,construction trades,0,0,0,43747.44897959184,1,0,0
3606,transportation and warehousing,other trades,0,1,0,99426.02040816328,0,0,0
3607,health care and social assistance,"technical, assisting and related in health",0,0,0,76226.6156462585,0,1,0
3608,construction,"trades helpers, construction, and transportation labourers",1,0,0,72912.4149659864,0,0,0
3609,"information, culture and recreation","occupations in art, culture, recreation and sport",0,1,0,66284.01360544217,0,1,0
3610,"professional, scientific and technical services","technical, assisting and related in health",0,0,1,34467.68707482993,1,1,1
3611,manufacturing,machine operators and assemblers in manufacturing,0,0,0,69598.21428571429,0,1,0
3612,construction,construction trades,1,0,0,59655.61224489796,0,0,0
3613,manufacturing,clerical and supervisor occupations,0,0,0,15245.3231292517,0,0,0
3614,manufacturing,machine operators and assemblers in manufacturing,1,0,0,29164.96598639456,0,0,0
3615,public administration,"occupations in social science, government service and religion",1,1,0,122625.42517006805,0,1,0
3616,public administration,"occupations in social science, government service and religion",1,1,0,82855.01700680272,0,1,0
